,Judge 1 Fighter 1 Round 1,Judge 1 Fighter 2 Round 1,Judge 1 Fighter 1 Round 2,Judge 1 Fighter 2 Round 2,Judge 1 Fighter 1 Round 3,Judge 1 Fighter 2 Round 3,Judge 1 Fighter 1 Round 4,Judge 1 Fighter 2 Round 4,Judge 1 Fighter 1 Round 5,Judge 1 Fighter 2 Round 5,Judge 2 Fighter 1 Round 1,Judge 2 Fighter 2 Round 1,Judge 2 Fighter 1 Round 2,Judge 2 Fighter 2 Round 2,Judge 2 Fighter 1 Round 3,Judge 2 Fighter 2 Round 3,Judge 2 Fighter 1 Round 4,Judge 2 Fighter 2 Round 4,Judge 2 Fighter 1 Round 5,Judge 2 Fighter 2 Round 5,Judge 3 Fighter 1 Round 1,Judge 3 Fighter 2 Round 1,Judge 3 Fighter 1 Round 2,Judge 3 Fighter 2 Round 2,Judge 3 Fighter 1 Round 3,Judge 3 Fighter 2 Round 3,Judge 3 Fighter 1 Round 4,Judge 3 Fighter 2 Round 4,Judge 3 Fighter 1 Round 5,Judge 3 Fighter 2 Round 5,Date,Fighter 1,Fighter 2,Judge 1,Judge 2,Judge 3
0,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,"March 14, 2015",Rafael dos Anjos,Anthony Pettis,Derek Cleary,Sal D'Amato,Dan Mathisen
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"March 14, 2015",Johny Hendricks,Matt Brown,Derek Cleary,Sal D'Amato,Jacob Montalvo
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"March 14, 2015",Alistair Overeem,Roy Nelson,Steve Armstrong,Derek Cleary,Sal D'Amato
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"March 14, 2015",Henry Cejudo,Chris Cariaso,Steve Armstrong,Derek Cleary,Sal D'Amato
0,10,9,9,10,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"February 28, 2015",Holly Holm,Raquel Pennington,Derek Cleary,Ron McCarthy,Wade Vierra
0,10,9,9,10,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"February 28, 2015",Valmir Lazaro,James Krause,Michael Bell,Marcos Rosales,Wade Vierra
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,9,10,,,,,"February 28, 2015",Masio Fullen,Alex Torres,Ron McCarthy,Marcos Rosales,Wade Vierra
0,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,"February 22, 2015",Michael Johnson,Edson Barboza,Marco Aurelio Borges,Guilherme Bravo,Mark Collett
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,"February 22, 2015",Adriano Martins,Rustam Khabilov,Marco Aurelio Borges,Guilherme Bravo,Marcos Rosales
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"February 22, 2015",Frankie Saenz,Iuri Alcântara,Marco Aurelio Borges,Mark Collett,Hallison Pontes
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"February 22, 2015",Santiago Ponzinibbio,Sean Strickland,Guilherme Bravo,Mark Collett,Marcos Rosales
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"February 22, 2015",Douglas Silva de Andrade,Cody Gibson,Marco Aurelio Borges,Mark Collett,Marcos Rosales
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"February 22, 2015",Ivan Jorge,Josh Shockley,Guilherme Bravo,Mark Collett,Hallison Pontes
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"February 14, 2015",Max Holloway,Cole Miller,Sal D'Amato,Glenn Trowbridge,Mark Van Tine
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"February 14, 2015",Daniel Kelly,Patrick Walsh,Ben Ramirez,Glenn Trowbridge,Tony Weeks
0,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"February 14, 2015",Kevin Lee,Michel Prazeres,Hale Hilsabeck,Ben Ramirez,Tony Weeks
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"February 14, 2015",Efrain Escudero,Rodrigo de Lima,Hale Hilsabeck,Glenn Trowbridge,Mark Van Tine
0,10,9,9,10,10,9,,,,,10,9,10,9,9,10,,,,,10,9,9,10,10,9,,,,,"February 14, 2015",Zach Makovsky,Tim Elliott,Hale Hilsabeck,Ben Ramirez,Tony Weeks
0,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,"January 31, 2015",Anderson Silva,Nick Diaz,Sal D'Amato,Marcos Rosales,Glenn Trowbridge
0,10,9,10,9,9,10,,,,,9,10,10,9,9,10,,,,,10,9,10,9,10,9,,,,,"January 31, 2015",Tyron Woodley,Kelvin Gastelum,Adalaide Byrd,Chris Lee,Tony Weeks
0,9,10,10,9,10,8,,,,,9,10,10,9,10,9,,,,,9,10,9,10,10,8,,,,,"January 31, 2015",Miesha Tate,Sara McMann,Lester Griffin,Dave Hagen,Glenn Trowbridge
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"January 31, 2015",John Lineker,Ian McCall,Dave Hagen,Chris Lee,Tony Weeks
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,8,10,9,10,9,,,,,"January 31, 2015",Rafael Natal,Tom Watson,Adalaide Byrd,Sal D'Amato,Lester Griffin
0,9,10,10,9,10,9,,,,,9,10,10,9,9,10,,,,,9,10,10,9,10,9,,,,,"January 31, 2015",Ildemar Alcântara,Richardson Moreira,Lester Griffin,Junichiro Kamijo,Tony Weeks
0,9,10,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"January 24, 2015",Ryan Bader,Phil Davis,Mark Collett,Mans Nilsson,Andy Roberts
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"January 24, 2015",Albert Tumenov,Nico Musoke,Mark Collett,Andreas Gr체ner,Howard Hughes
0,10,9,10,9,10,9,,,,,10,8,10,9,10,8,,,,,10,9,10,9,10,9,,,,,"January 24, 2015",Mirsad Bektic,Paul Redmond,Jespar Gunnarson,Howard Hughes,Paul Sutherland
0,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 24, 2015",Viktor Pesta,Konstantin Erokhin,Andreas Grüner,Andy Roberts,Paul Sutherland
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"January 24, 2015",Neil Seery,Chris Beal,Mark Collett,Howard Hughes,Mans Nilsson
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,9,10,10,9,10,9,,,,,"January 18, 2015",Donald Cerrone,Benson Henderson,Douglas Crosby,Sal D'Amato,Mike Mena
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,9,10,10,9,9,10,,,,,"January 18, 2015",Gleison Tibau,Norman Parke,Sal D'Amato,Chris Lee,Steve Rita
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"January 18, 2015",Cathal Pendred,Sean Spencer,Eric Colón,Douglas Crosby,David Ginsberg
0,10,9,10,8,10,9,,,,,10,9,10,8,10,9,,,,,10,9,10,8,10,9,,,,,"January 18, 2015",Chris Wade,Lipeng Zhang,Eric Colón,Mike Mena,Steve Rita
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 18, 2015",Patrick Holohan,Shane Howell,Sal D'Amato,David Ginsberg,Chris Lee
0,9,10,9,10,10,9,,,,,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,"January 18, 2015",Joby Sanchez,Tateki Matsuda,Douglas Crosby,Mike Mena,Steve Rita
0,10,9,9,10,10,9,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,9,10,10,9,10,9,10,9,"January 03, 2015",Jon Jones,Daniel Cormier,Marcos Rosales,Cardo Urso,Tony Weeks
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 03, 2015",Donald Cerrone,Myles Jury,Sal D'Amato,Chris Lee,Glenn Trowbridge
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 03, 2015",Brad Tavares,Nate Marquardt,Adalaide Byrd,Marcos Rosales,Cardo Urso
0,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 03, 2015",Kyoji Horiguchi,Louis Gaudinot,Sal D'Amato,Glenn Trowbridge,Tony Weeks
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 03, 2015",Hector Lombard,Joshua Burkman,Patricia Morse Jarman,Marcos Rosales,Cardo Urso
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"January 03, 2015",Evan Dunham,Rodrigo Damm,Patricia Morse Jarman,Glenn Trowbridge,Tony Weeks
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"January 03, 2015",Omari Akhmedov,Mats Nilsson,Adalaide Byrd,Sal D'Amato,Chris Lee
0,10,9,10,8,10,8,,,,,10,9,10,9,10,8,,,,,10,9,10,9,10,8,,,,,"January 03, 2015",Marion Reneau,Alexis Dufresne,Patricia Morse Jarman,Marcos Rosales,Cardo Urso
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"December 20, 2014",Patrick Cummins,Antonio Carlos Junior,Fernando Amaral,Lester Griffin,Hallison Pontes
0,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"December 20, 2014",Hacran Dias,Darren Elkins,Guilherme Bravo,Hallison Pontes,Tony Weeks
0,10,9,9,10,10,9,,,,,9,10,10,9,10,9,,,,,9,10,9,10,10,9,,,,,"December 20, 2014",Tim Means,Márcio Alexandre Jr.,Fernando Amaral,Lester Griffin,Tony Weeks
0,10,9,9,10,10,9,10,9,9,10,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,"December 13, 2014",Junior dos Santos,Stipe Miocic,Derek Cleary,Marcos Rosales,Glenn Trowbridge
0,10,9,10,8,10,9,,,,,10,9,10,8,10,9,,,,,10,9,10,9,10,9,,,,,"December 13, 2014",Rafael dos Anjos,Nate Diaz,Sal D'Amato,Marcos Rosales,Glenn Trowbridge
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,"December 13, 2014",Joanna Jedrzejczyk,Cláudia Gadelha,Derek Cleary,Chris Flores,Marcos Rosales
0,10,9,10,9,9,10,,,,,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,"December 13, 2014",David Michaud,Garett Whiteley,Sal D'Amato,Dennis O'Connell,Glenn Trowbridge
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"December 13, 2014",Henry Cejudo,Dustin Kimura,Derek Cleary,Chris Flores,Marcos Rosales
0,10,9,9,10,9,10,9,10,10,9,10,9,9,10,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,"December 06, 2014",Robbie Lawler,Johny Hendricks,Sal D'Amato,Marcos Rosales,Glenn Trowbridge
0,10,9,10,9,10,8,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"December 06, 2014",Corey Anderson,Justin Jones,Lester Griffin,Junichiro Kamijo,Tony Weeks
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"December 06, 2014",Clay Collard,Alex White,Sal D'Amato,Junichiro Kamijo,Glenn Trowbridge
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 22, 2014",Edson Barboza,Bobby Green,Marcos Rosales,Jon Schorle,Anthony Townsend
0,10,9,10,9,9,10,,,,,9,10,9,10,9,10,,,,,9,10,10,9,10,9,,,,,"November 22, 2014",Chico Camus,Brad Pickett,Marcos Rosales,Jon Schorle,Anthony Townsend
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 22, 2014",Joseph Benavidez,Dustin Ortiz,Jennie Cardenas,Anthony Townsend,Nick Wright
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 22, 2014",Matt Wiman,Isaac Vallie-Flagg,Jon Schorle,Anthony Townsend,Nick Wright
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,"November 22, 2014",Ruslan Magomedov,Josh Copeland,Jennie Cardenas,Marcos Rosales,Nick Wright
0,9,10,10,9,10,9,,,,,9,10,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"November 22, 2014",Roger Narvaez,Luke Barnatt,Marcos Rosales,Jon Schorle,Anthony Townsend
0,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,9,10,10,9,10,9,,,,,"November 22, 2014",James Vick,Nick Hein,Jennie Cardenas,Anthony Townsend,Nick Wright
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"November 15, 2014",Yair Rodriguez,Leonardo Morales,Richard Bertrand,Douglas Crosby,Marcos Rosales
0,10,9,10,9,9,8,,,,,10,9,9,10,9,8,,,,,10,9,10,9,9,8,,,,,"November 15, 2014",Alejandro Perez,Jose Quinonez,Sal D'Amato,Chris Lee,Cardo Urso
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"November 15, 2014",Marco Beltran,Marlon Vera,Richard Bertrand,Douglas Crosby,Sal D'Amato
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"November 08, 2014",Warlley Alves,Alan Jouban,Marco Aurelio Borges,Fernando Moura,Roy Silbert
0,9,10,9,10,10,9,,,,,10,9,9,10,10,9,,,,,9,10,10,9,10,9,,,,,"November 08, 2014",Claudio Silva,Leon Edwards,Guilherme Bravo,Derek Cleary,Roy Silbert
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 08, 2014",Dhiego Lima,Jorge de Oliveira,Marco Aurelio Borges,Fernando Moura,Roy Silbert
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"November 08, 2014",Juliana Lima,Nina Nunes,Guilherme Bravo,Derek Cleary,Fernando Moura
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 08, 2014",Diego Rivas,Rodolfo Rubio,Marco Aurelio Borges,Derek Cleary,Fernando Moura
0,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"November 08, 2014",Thomas Almeida,Tim Gorman,Guilherme Bravo,Fernando Moura,Roy Silbert
0,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,9,"October 25, 2014",Jose Aldo,Chad Mendes,Richard Bertrand,Marco Aurelio Borges,Guilherme Bravo
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 25, 2014",Phil Davis,Glover Teixeira,Marco Aurelio Borges,Guilherme Bravo,Eric Colón
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,9,10,9,10,,,,,"October 25, 2014",Darren Elkins,Lucas Martins,Richard Bertrand,Eric Colón,Vinicius Lins
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 25, 2014",Beneil Dariush,Diego Ferreira,Marco Aurelio Borges,Guilherme Bravo,Vinicius Lins
0,9,10,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,9,10,,,,,"October 25, 2014",Andre Fili,Felipe Arantes,Marco Aurelio Borges,Guilherme Bravo,Eric Colón
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 04, 2014",Raphael Assuncao,Bryan Caraway,Douglas Crosby,Chris Lee,Craig Smith
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 04, 2014",Chad Laprise,Yosdenis Cedeno,Ian Bridgeman,Don Robinson,Craig Smith
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 04, 2014",Daron Cruickshank,Anthony Njokuani,Ian Bridgeman,Douglas Crosby,Don Robinson
0,9,10,9,10,9,10,10,9,10,9,9,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,8,10,9,"October 04, 2014",Rick Story,Gunnar Nelson,Jim Bergman,Mark Collett,Paul Sutherland
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"October 04, 2014",Magnus Cedenblad,Scott Askham,Ben Cartlidge,Jespar Gunnarson,Paul Sutherland
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 04, 2014",Nico Musoke,Alexander Yakovlev,Ben Cartlidge,Mark Collett,Kevin Sataki
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"October 04, 2014",Dennis Siver,Charles Rosa,Jim Bergman,Ben Cartlidge,Paul Sutherland
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,"October 04, 2014",Cathal Pendred,Gasan Umalatov,Mark Collett,Jespar Gunnarson,Paul Sutherland
0,10,9,10,9,10,9,,,,,10,9,10,8,10,9,,,,,10,9,10,9,10,9,,,,,"October 04, 2014",Krzysztof Jotko,Tor Troeng,Jim Bergman,Ben Cartlidge,Mark Collett
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"September 27, 2014",Donald Cerrone,Eddie Alvarez,Lester Griffin,Junichiro Kamijo,Tony Weeks
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"September 27, 2014",Jorge Masvidal,James Krause,Lester Griffin,Junichiro Kamijo,Glenn Trowbridge
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"September 27, 2014",Stephen Thompson,Patrick Cote,Adalaide Byrd,Sal D'Amato,Tony Weeks
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,"September 27, 2014",Brian Ebersole,John Howard,Lester Griffin,Marcos Rosales,Cardo Urso
0,10,9,10,8,10,9,,,,,10,9,10,8,10,9,,,,,10,9,10,8,10,9,,,,,"September 27, 2014",Kevin Lee,Jon Tuck,Junichiro Kamijo,Glenn Trowbridge,Tony Weeks
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"September 20, 2014",Yoshihiro Akiyama,Amir Sadollah,Mark Collett,Junichiro Kamijo,Kon Papaioannou
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,-,-,-,-,-,-,,,,,"September 20, 2014",Miesha Tate,Rin Nakai,Greg Kleynjans,Paul Sutherland,Tony Weeks
0,9,10,9,10,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"September 20, 2014",Kiichi Kunimoto,Rich Walsh,Mark Collett,Kon Papaioannou,Tony Weeks
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"September 20, 2014",Masanori Kanehara,Alex Caceres,Mark Collett,Kon Papaioannou,Tony Weeks
0,10,9,9,10,10,9,,,,,10,9,9,10,9,10,,,,,10,9,9,10,10,9,,,,,"September 20, 2014",Kyung Ho Kang,Michinori Tanaka,Thomas Fan,Junichiro Kamijo,Kon Papaioannou
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"September 20, 2014",Maximo Blanco,Dan Hooker,Thomas Fan,Kon Papaioannou,Tony Weeks
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"September 13, 2014",Leonardo Santos,Efrain Escudero,Guilherme Bravo,Vinicius Lins,Otto Torriero
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"September 13, 2014",Francisco Trinaldo,Leandro Silva,Marco Aurelio Borges,Guilherme Bravo,Vinicius Lins
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"September 13, 2014",Sean Spencer,Paulo Thiago,Marco Aurelio Borges,Guilherme Bravo,Brian Puccillo
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,"September 05, 2014",Rafael Natal,Chris Camozzi,Sal D'Amato,Sue Sanidad,Glenn Trowbridge
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"September 05, 2014",Chris Beal,Tateki Matsuda,David Ginsberg,Sue Sanidad,Roy Silbert
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"September 05, 2014",Chas Skelly,Sean Soriano,Derek Cleary,Sal D'Amato,Glenn Trowbridge
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,"August 30, 2014",Tony Ferguson,Danny Castillo,Michael Bell,Derek Cleary,Larry Landless
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"August 30, 2014",Derek Brunson,Lorenz Larkin,Michael Bell,Mike Beltran,Derek Cleary
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"August 23, 2014",Lipeng Zhang,Brendan O'Reilly,Garth Harriman,Charlie Keech,Paul Sutherland
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"August 23, 2014",Guangyou Ning,Jianping Yang,Anthony Dimitriou,Charlie Keech,Paul Sutherland
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"August 23, 2014",Wang Sai,Danny Mitchell,Anthony Dimitriou,Garth Harriman,Charlie Keech
0,10,9,10,9,9,10,,,,,9,10,9,10,9,10,,,,,10,9,10,9,9,10,,,,,"August 23, 2014",Royston Wee,Yao Zhikui,Howard Hughes,Charlie Keech,Paul Sutherland
0,10,9,10,9,10,9,,,,,10,9,9,10,9,10,,,,,10,9,9,10,10,9,,,,,"August 23, 2014",Milana Dudieva,Elizabeth Phillips,Anthony Dimitriou,Garth Harriman,Howard Hughes
0,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"August 23, 2014",James Vick,Valmir Lazaro,Jason Greenwalt,Jim Lambert,Glenn Trowbridge
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,9,10,,,,,"August 23, 2014",Neil Magny,Alex Garcia,Jason Greenwalt,Chris Lee,Cardo Urso
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,9,10,10,9,,,,,"August 23, 2014",Matt Hobar,Aaron Phillips,Derek Cleary,Bobby Higdon,Jim Lambert
0,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"August 23, 2014",Wilson Reis,Joby Sanchez,Derek Cleary,Chris Lee,Glenn Trowbridge
0,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,9,10,"August 16, 2014",Ryan Bader,Ovince Saint Preux,Eric Colón,Chris Lee,Dave Tirelli
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"August 16, 2014",Jussier Formiga,Zach Makovsky,Eric Colón,David Ginsberg,Dave Tirelli
0,10,9,10,9,9,10,,,,,10,9,9,10,9,10,,,,,10,9,10,9,9,10,,,,,"August 16, 2014",Sara McMann,Lauren Murphy,Lars Borssen,Chris Lee,William McKinnon
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"August 16, 2014",Tom Watson,Sam Alvey,Lars Borssen,David Ginsberg,Chris Lee
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"August 16, 2014",Frankie Saenz,Nolan Ticman,Eric Colón,William McKinnon,Dave Tirelli
0,10,9,9,10,10,9,10,9,10,9,9,10,9,10,10,9,10,9,10,9,10,9,9,10,10,9,10,9,10,9,"July 26, 2014",Robbie Lawler,Matt Brown,Michael Bell,Derek Cleary,Wade Vierra
0,9,10,9,10,10,9,,,,,10,9,9,10,10,9,,,,,10,9,9,10,10,9,,,,,"July 26, 2014",Bobby Green,Josh Thomson,Michael Bell,Edward Collantes,Wade Vierra
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,8,10,9,,,,,"July 26, 2014",Jorge Masvidal,Daron Cruickshank,Derek Cleary,Marcos Rosales,Wade Vierra
0,10,9,10,9,10,9,,,,,10,8,10,9,10,8,,,,,10,8,10,8,10,8,,,,,"July 26, 2014",Patrick Cummins,Kyle Kingsbury,Michael Bell,Edward Collantes,Marcos Rosales
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 26, 2014",Tim Means,Hernani Perpetuo,Michael Bell,Derek Cleary,Wade Vierra
0,10,9,10,9,10,9,,,,,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 26, 2014",Tiago Trator,Akbarh Arreola,Edward Collantes,Mike Guingona,Marcos Rosales
0,9,10,10,9,10,9,,,,,10,9,9,10,10,9,,,,,9,10,10,9,10,9,,,,,"July 26, 2014",Gilbert Burns,Andreas Stahl,Marcos Rosales,Brandon Saucedo,Wade Vierra
0,9,10,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 26, 2014",Joanna Jedrzejczyk,Juliana Lima,Derek Cleary,Mike Guingona,Marcos Rosales
0,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,10,9,10,9,9,10,,,,,"July 26, 2014",Noad Lahat,Steven Siler,Michael Bell,Edward Collantes,Brandon Saucedo
0,10,9,10,9,10,9,,,,,10,9,9,10,10,9,,,,,10,9,10,9,10,9,,,,,"July 19, 2014",Ian McCall,Brad Pickett,Tom Harris,Howard Hughes,Dean Weir
0,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,10,9,10,9,10,9,,,,,"July 19, 2014",Neil Seery,Phil Harris,Mark Collett,Tom Harris,Howard Hughes
0,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,9,10,10,9,10,9,,,,,"July 19, 2014",Trevor Smith,Tor Troeng,Tom Harris,Howard Hughes,Dean Weir
