,age_fighter1,reach_fighter1,height_fighter1,days_since_last_comp_fighter1,num_fights_fighter1,last_5_win_ratio_fighter1,L15_ER_average_fighter1,prev_elo_fighter1,prev_trueskill_fighter1,win/lose_streak_fighter1,finish_pcnt_fighter1,total_win/loss_ratio_fighter1,days_since_started_fighter1,sig_strikes_per_minute_fighter1,age_fighter2,reach_fighter2,height_fighter2,days_since_last_comp_fighter2,num_fights_fighter2,last_5_win_ratio_fighter2,L15_ER_average_fighter2,prev_elo_fighter2,prev_trueskill_fighter2,win/lose_streak_fighter2,finish_pcnt_fighter2,total_win/loss_ratio_fighter2,days_since_started_fighter2,sig_strikes_per_minute_fighter2,division_Catch Weight,division_Featherweight,division_Flyweight,division_Heavyweight,division_Light Heavyweight,division_Lightweight,division_Middleweight,division_Open Weight,division_Super Heavyweight,division_Welterweight,division_Women's Bantamweight,division_Women's Featherweight,division_Women's Flyweight,division_Women's Strawweight
1796,12443.0,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10724.0,71.0,71.0,189.0,4.0,0.644355,0.4999737878964292,1227.123863550367,31.474506812674797,-1,0.0,0.6666666666666666,490,0.9187675070028011,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2814,14053.0,73.0,73.0,1308.0,6.0,0.8,0.4999737878964292,1372.948529935846,34.13460970378573,4,1.0,0.8,1407,0.45431211498973306,13729.0,74.0,74.0,133.0,5.0,0.526,0.4999737878964292,1249.4013045510935,32.40798119797192,-2,0.75,0.5,719,0.5139056831922612,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5531,12560.0,74.0,74.0,133.0,2.0,0.122435,0.4999737878964292,1119.5901962430848,20.361299360004008,-1,0.0,0.0,133,2.7906976744186047,12288.0,74.0,74.0,70.0,2.0,0.872435,0.4999737878964292,1260.4879336110318,29.205271266712927,1,1.0,1.0,70,12.857142857142856,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6171,11804.0,68.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11451.0,70.0,70.0,189.0,5.0,0.901,0.4999737878964292,1316.511375789613,35.243724797843846,4,0.25,1.0,490,0.46635576282478347,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5481,12904.0,69.0,69.0,642.0,2.0,0.122435,0.4999737878964292,1132.3814005796264,19.305801169051826,-1,0.0,0.0,642,1.1900826446280992,10271.75857400722,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6601,10436.635028841112,74.0,74.0,203.0,2.0,0.122435,0.4999737878964292,1155.9379280640087,22.21925091744554,-1,0.0,0.0,203,1.0344827586206897,8796.0,74.0,73.0,70.0,5.0,0.526,0.4999737878964292,1256.616511635042,27.223698020534567,2,0.5,0.5,497,0.5719733079122975,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4216,10271.75857400722,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,66.0,66.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4225,12358.0,74.0,74.0,70.0,3.0,0.513853,0.4999737878964292,1181.8171648038228,23.13664624178513,-1,0.5,0.5,140,7.400881057268722,12513.0,73.0,73.0,70.0,2.0,0.122435,0.4999737878964292,1150.2390400864465,22.109159373767792,-1,0.0,0.0,70,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4524,10698.0,63.0,63.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9058.0,70.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5530,10873.0,76.0,74.0,203.0,3.0,0.513853,0.4999737878964292,1175.6009948076355,22.88791330855903,-1,0.0,0.5,497,1.6111111111111112,13249.0,69.0,69.0,70.0,2.0,0.872435,0.4999737878964292,1259.68508146893,29.205271266712927,1,1.0,1.0,70,4.846153846153847,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4898,9786.0,70.0,70.0,343.0,5.0,0.901,0.4999737878964292,1380.668380427889,36.10979212894527,4,1.0,1.0,642,1.0756040530007793,9010.0,74.0,75.0,203.0,5.0,0.7135,0.4999737878964292,1389.2528481129928,34.4323740737293,2,0.75,0.75,847,1.8922749822820695,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6018,9477.0,73.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10436.635028841112,69.0,69.0,203.0,2.0,0.122435,0.4999737878964292,1149.6393675630964,21.682265306396776,-1,0.0,0.0,203,0.6741573033707865,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1224,10328.0,70.0,70.0,196.0,3.0,0.513853,0.4999737878964292,1225.9994768203424,30.985619018696724,-1,0.5,0.5,259,0.7254901960784313,8898.0,75.0,75.0,196.0,5.0,0.7135,0.4999737878964292,1333.669535515921,33.90560152251293,2,1.0,0.75,553,0.5006297229219143,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1285,11075.0,71.0,71.0,2079.0,3.0,0.513853,0.4999737878964292,1204.885117420141,25.69243074475778,1,0.5,0.5,2079,0.20713463751438432,8068.0,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5377,9331.0,73.0,73.0,196.0,4.0,0.894355,0.4999737878964292,1329.6692593700584,37.094297457938815,3,0.6666666666666666,1.0,399,0.832625318606627,10850.0,71.0,71.0,126.0,5.0,0.7135,0.4999737878964292,1272.474058289369,32.566638078584354,1,0.25,0.75,616,0.6480836236933798,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4620,7883.0,72.0,72.0,126.0,2.0,0.122435,0.4999737878964292,1135.0802018942427,20.265064054011585,-1,0.0,0.0,126,0.0,8531.0,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6581,9957.0,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8897.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1576,12110.0,68.0,68.0,126.0,2.0,0.872435,0.4999737878964292,1239.0815105376887,28.31773469360323,1,1.0,1.0,126,3.3245382585751977,9991.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4380,9957.0,72.0,72.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,8531.0,72.0,72.0,0.0,2.0,0.872435,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,1.0,0,0.07059141073468737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4459,10436.635028841112,71.0,71.0,168.0,2.0,0.122435,0.4999737878964292,1125.8423264685732,18.725286479779054,-1,0.0,0.0,168,0.0,11039.0,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
699,10271.75857400722,67.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10703.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3634,12174.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10271.75857400722,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4799,9356.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10818.0,68.0,68.0,308.0,2.0,0.122435,0.4999737878964292,1149.6393675630964,21.682265306396776,-1,0.0,0.0,308,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1007,10271.75857400722,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8430.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3375,10271.75857400722,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10173.0,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5763,10271.75857400722,65.0,65.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9226.0,70.0,67.0,168.0,2.0,0.122435,0.4999737878964292,1200.0,25.0,-1,1.0,0.0,168,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5764,8354.0,68.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9630.0,71.0,71.0,343.0,3.0,0.888853,0.4999737878964292,1313.5261181831995,31.67848019117585,2,1.0,1.0,462,1.3922651933701657,0,0,0,0,0,1,0,0,0,0,0,0,0,0
329,9213.0,74.0,75.0,203.0,6.0,0.6,0.4999737878964292,1339.0274695173866,32.83872378584783,-1,0.6,0.6,1050,1.1632870864461047,8686.0,74.0,71.0,343.0,3.0,0.513853,0.4999737878964292,1233.8935251881967,26.47344102708456,1,0.5,0.5,546,5.977011494252873,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4138,8859.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8215.0,72.0,72.0,147.0,2.0,0.872435,0.4999737878964292,1247.4797274383586,29.839115316837876,1,1.0,1.0,147,1.3636363636363638,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6796,12561.0,74.0,74.0,203.0,4.0,0.394355,0.4999737878964292,1181.8171648038228,23.13664624178513,-2,0.6666666666666666,0.3333333333333333,343,1.9004524886877827,11653.0,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5070,12312.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,12071.0,71.0,71.0,845.0,2.0,0.122435,0.4999737878964292,1161.2631181415038,21.142748615101155,-1,1.0,0.0,845,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5167,12257.0,68.0,68.0,147.0,3.0,0.888853,0.4999737878964292,1280.008811625812,30.978286051186284,2,1.0,1.0,273,1.664516129032258,10444.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3554,12265.0,71.0,71.0,91.0,2.0,0.122435,0.4999737878964292,1144.953551654124,20.794728733287084,-1,0.0,0.0,91,0.0,10271.75857400722,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3718,9317.0,70.0,67.0,91.0,3.0,0.513853,0.4999737878964292,1256.7801440112828,29.205271266712927,1,1.0,0.5,259,3.6845273931366647,10550.0,66.0,66.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2770,9757.0,74.0,74.0,329.0,2.0,0.122435,0.4999737878964292,1140.4537926887688,19.84063126749024,-1,1.0,0.0,329,0.0,10271.75857400722,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3769,13318.0,68.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10264.0,70.0,70.0,91.0,2.0,0.872435,0.4999737878964292,1235.661656266226,29.205271266712927,1,0.0,1.0,91,2.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5978,10271.75857400722,70.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9736.0,73.0,69.0,259.0,2.0,0.872435,0.4999737878964292,1243.7224606759064,28.53737922854908,1,0.0,1.0,259,5.133333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5747,10531.0,70.0,70.0,203.0,4.0,0.644355,0.4999737878964292,1274.7582518715972,34.27658410409142,1,0.3333333333333333,0.6666666666666666,462,0.41964285714285715,9534.0,73.0,73.0,203.0,5.0,0.901,0.4999737878964292,1369.4917559894557,38.45685043514945,4,0.75,1.0,602,0.6445012787723785,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4508,9523.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,10436.635028841112,69.0,69.0,1484.0,2.0,0.122435,0.4999737878964292,1168.046447615411,22.9644646828157,-1,0.0,0.0,1484,0.2105263157894737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6653,7645.0,72.0,70.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,11780.0,70.0,70.0,329.0,6.0,1.0,0.4999737878964292,1345.989569061424,36.11740321060607,5,0.4,1.0,819,0.3726986977997305,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4839,12370.0,71.0,71.0,105.0,3.0,0.513853,0.4999737878964292,1203.8003115773397,25.039475425516592,1,0.5,0.5,196,1.183723797780518,11235.0,73.0,73.0,196.0,2.0,0.872435,0.4999737878964292,1237.0534417068966,27.8485764572631,1,1.0,1.0,196,2.6600985221674875,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1815,12418.0,68.0,68.0,161.0,4.0,0.644355,0.114,1211.6312384645782,27.012073183314065,-1,0.6666666666666666,0.6666666666666666,434,0.9403134378126041,9160.0,74.0,73.0,364.0,6.0,0.6,0.4999737878964292,1296.553100254557,28.565231443347187,3,0.6,0.6,861,0.4386168484567185,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,11014.0,68.0,68.0,196.0,3.0,0.138853,0.4999737878964292,1105.91690688719,19.021713948813723,-2,0.5,0.0,504,0.4519774011299435,9791.0,71.0,71.0,161.0,4.0,0.894355,0.6826666666666666,1342.8127782980955,33.36275582451859,3,0.6666666666666666,1.0,623,0.8877284595300261,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5336,10436.635028841112,71.0,71.0,196.0,2.0,0.122435,0.4999737878964292,1164.338343733774,20.794728733287084,-1,1.0,0.0,196,1.2,8349.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,10840.0,74.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,12877.0,73.0,73.0,364.0,3.0,0.138853,0.4999737878964292,1150.2390400864465,22.109159373767792,-2,0.5,0.0,434,0.6857142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3883,7876.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9199.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3412,15447.0,74.0,74.0,1323.0,13.0,0.8,0.4999737878964292,1417.3402460683426,37.08483630308282,-1,0.5,0.75,2107,0.23470909995027353,9639.0,73.0,73.0,105.0,6.0,0.8,0.32799999999999996,1322.3086975507638,35.85282009834961,-1,0.8,0.8,707,0.4639653572533251,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5493,11652.0,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,14163.0,74.0,74.0,434.0,6.0,0.6,0.4999737878964292,1331.303484200232,34.56406537897194,1,0.8,0.6,1153,0.3778658363996603,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5287,9478.0,70.0,67.0,161.0,4.0,0.644355,0.6973333333333334,1285.9131825511963,31.67848019117585,2,0.6666666666666666,0.6666666666666666,420,1.7559359469906128,10436.635028841112,72.0,72.0,420.0,2.0,0.872435,0.4999737878964292,1255.3372114193392,29.205271266712927,1,1.0,1.0,420,1.957585644371941,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1874,14219.0,74.0,74.0,56.0,7.0,0.6,0.4546666666666666,1350.2345750351826,35.062828421210185,2,0.6666666666666666,0.6666666666666666,1209,0.41164241164241167,9203.0,75.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6313,8763.0,82.0,82.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8408.0,78.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4077,9502.0,75.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,7957.0,77.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,10692.0,70.0,70.0,161.0,5.0,0.7135,0.6719999999999999,1321.941310310289,37.22146655028489,2,0.25,0.75,623,0.32323232323232326,13663.0,75.0,73.0,1062.0,5.0,0.901,0.4999737878964292,1417.8185367043334,39.29462849314907,4,0.75,1.0,1267,1.3747954173486088,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5110,10271.75857400722,74.0,74.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9897.0,69.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2157,10271.75857400722,68.0,68.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9588.0,68.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,10901.0,74.0,72.0,652.0,3.0,0.888853,0.4999737878964292,1313.5261181831995,31.67848019117585,2,1.0,1.0,708,2.491166077738516,10984.0,69.0,69.0,281.0,2.0,0.872435,0.4999737878964292,1248.823312532452,29.205271266712927,1,1.0,1.0,281,2.4294478527607364,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1142,9459.0,74.0,75.0,246.0,7.0,0.6,0.8452,1363.0668561791972,33.65733657536864,1,0.5,0.6666666666666666,1296,0.7800846603507358,9284.0,71.0,71.0,85.0,2.0,0.872435,0.6126666666666667,1255.3372114193392,29.205271266712927,1,1.0,1.0,85,2.647058823529412,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1736,9146.0,72.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9926.0,73.0,69.0,190.0,3.0,0.888853,0.4999737878964292,1297.903893402551,31.13379774577075,2,0.5,1.0,449,2.74831243972999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4443,11322.0,76.0,74.0,449.0,4.0,0.644355,0.4999737878964292,1250.1447811432988,26.74086455312928,1,0.3333333333333333,0.6666666666666666,946,1.1114009913905556,10925.0,74.0,69.0,85.0,2.0,0.872435,0.985,1242.6128675714203,28.657402324266723,1,0.0,1.0,85,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2399,8924.0,72.0,72.0,393.0,3.0,0.888853,0.4999737878964292,1293.5090137836662,31.98884525976504,1,0.5,1.0,393,0.535031847133758,11970.0,70.0,70.0,190.0,7.0,1.0,0.88,1376.6810453703697,36.83894459804202,6,0.5,1.0,1009,0.30461895038905135,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5418,11171.0,74.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,12317.0,71.0,71.0,246.0,3.0,0.138853,0.122,1095.7816791422465,18.85700490069321,-2,0.5,0.0,1091,0.25340215861098075,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2585,8276.0,72.0,72.0,393.0,3.0,0.138853,0.4999737878964292,1093.707535094154,18.08897249784958,-2,0.5,0.0,519,0.2051983584131327,11099.0,68.0,68.0,85.0,4.0,0.394355,0.576,1196.5712167617398,26.21100326098385,1,0.6666666666666666,0.3333333333333333,589,0.2555608140085187,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3281,11168.0,68.0,68.0,69.0,5.0,0.526,0.7849999999999999,1238.4571681400168,27.261945608547336,2,0.75,0.5,658,0.3083434099153567,11812.0,62.0,62.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2880,11806.0,74.0,74.0,154.0,2.0,0.122435,0.5453333333333333,1168.8180728769323,22.863518610788915,-1,1.0,0.0,154,0.6666666666666667,10271.75857400722,72.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6854,10970.0,74.0,72.0,69.0,4.0,0.894355,0.994,1362.743224176362,34.15058247293723,3,1.0,1.0,777,2.273381294964029,9528.0,74.0,75.0,69.0,8.0,0.8,0.8526666666666666,1405.1884069767284,34.54600123144418,2,0.5714285714285714,0.7142857142857143,1365,0.6069485140226036,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4573,9423.0,70.0,67.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9576.0,70.0,67.0,98.0,5.0,0.7135,0.6973333333333334,1332.9174598587758,34.15058247293723,3,0.75,0.75,518,1.1468381564844587,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4734,9970.0,73.0,73.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9079.0,72.0,69.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5316,10064.0,67.0,66.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,8780.0,70.0,70.0,350.0,2.0,0.122435,0.4999737878964292,1149.4216309475194,20.794728733287084,-1,0.0,0.0,350,3.7017994858611827,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3308,8506.0,78.0,75.0,98.0,2.0,0.872435,0.4999737878964292,1250.5783690524806,29.205271266712927,1,1.0,1.0,98,1.7770034843205575,9793.0,73.0,73.0,154.0,7.0,0.8,0.4043333333333334,1386.6421028160846,37.77736228513661,1,0.8333333333333334,0.8333333333333334,861,0.3390576838397182,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2141,10968.0,77.0,75.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9314.0,74.0,73.0,154.0,7.0,0.8,0.842,1334.4127352326516,30.30038529904593,4,0.6666666666666666,0.6666666666666666,1015,0.3477795612627073,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2119,10211.0,71.0,71.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,9779.0,70.0,72.0,216.1080438291005,1.0,0.43081494057724956,0.4999737878964292,1195.2035697243957,24.821247171423057,0,0.5068236096895258,0.0,0,0.07059141073468737,0,0,0,0,0,0,0,0,0,1,0,0,0,0
