,Round,KD_fighter1,Sig. str. %_fighter1,Sub. att_fighter1,Rev._fighter1,Ctrl_fighter1,lose_streak_fighter1,round_fighter1,age_fighter1,win_loss_ratio_fighter1,win_streak_fighter1,lose_streak_fighter1,num_fights_fighter1,Sig. str. landed_fighter1,Sig. str. attempted_fighter1,Total str. landed_fighter1,Total str. attempted_fighter1,Total Head landed_fighter1,Total Head attempted_fighter1,Total Body landed_fighter1,Total Body attempted_fighter1,Total Leg landed_fighter1,Total Leg attempted_fighter1,Total Distance landed_fighter1,Total Distance attempted_fighter1,Total Clinch landed_fighter1,Total Clinch attempted_fighter1,Total Ground landed_fighter1,Total Ground attempted_fighter1,Total Takedowns_fighter1,Total Takedowns attempted_fighter1,division_Catch Weight_fighter1,division_Featherweight_fighter1,division_Flyweight_fighter1,division_Heavyweight_fighter1,division_Light Heavyweight_fighter1,division_Lightweight_fighter1,division_Middleweight_fighter1,division_Welterweight_fighter1,division_Women's Bantamweight_fighter1,division_Women's Featherweight_fighter1,division_Women's Flyweight_fighter1,division_Women's Strawweight_fighter1,stance_Orthodox_fighter1,stance_Southpaw_fighter1,stance_Switch_fighter1,KD_fighter2,Sig. str. %_fighter2,Sub. att_fighter2,Rev._fighter2,Ctrl_fighter2,lose_streak_fighter2,age_fighter2,win_loss_ratio_fighter2,win_streak_fighter2,lose_streak_fighter2,num_fights_fighter2,Sig. str. landed_fighter2,Sig. str. attempted_fighter2,Total str. landed_fighter2,Total str. attempted_fighter2,Total Head landed_fighter2,Total Head attempted_fighter2,Total Body landed_fighter2,Total Body attempted_fighter2,Total Leg landed_fighter2,Total Leg attempted_fighter2,Total Distance landed_fighter2,Total Distance attempted_fighter2,Total Clinch landed_fighter2,Total Clinch attempted_fighter2,Total Ground landed_fighter2,Total Ground attempted_fighter2,Total Takedowns_fighter2,Total Takedowns attempted_fighter2,division_Catch Weight_fighter2,division_Featherweight_fighter2,division_Flyweight_fighter2,division_Heavyweight_fighter2,division_Light Heavyweight_fighter2,division_Lightweight_fighter2,division_Middleweight_fighter2,division_Welterweight_fighter2,division_Women's Bantamweight_fighter2,division_Women's Featherweight_fighter2,division_Women's Flyweight_fighter2,division_Women's Strawweight_fighter2,stance_Orthodox_fighter2,stance_Southpaw_fighter2,stance_Switch_fighter2,round_winner
7804,3,0,0.37,0,0,3,0.0,3.0,10716.0,0.6,2.0,0.0,5.0,3,8,5,10,3,7,0,1,0,0,1,2,0,0,2,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0,195,1.0,11442.0,0.6666666666666666,0.0,1.0,3.0,15,37,43,69,14,34,0,2,1,1,4,16,0,0,11,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
7805,1,0,0.65,0,0,288,0.0,3.0,12379.0,0.6666666666666666,1.0,0.0,3.0,13,20,26,38,12,19,1,1,0,0,0,1,0,0,13,19,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.76,0,0,0,1.0,11343.0,0.0,0.0,1.0,1.0,13,17,62,71,13,17,0,0,0,0,0,2,0,0,13,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7806,2,0,0.47,0,0,236,0.0,3.0,12379.0,0.6666666666666666,1.0,0.0,3.0,9,19,22,33,3,10,2,5,4,4,6,16,3,3,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.57,0,0,0,1.0,11343.0,0.0,0.0,1.0,1.0,8,14,48,57,6,12,0,0,2,2,2,6,2,2,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7807,3,0,0.39,0,0,114,0.0,3.0,12379.0,0.6666666666666666,1.0,0.0,3.0,16,41,16,41,8,30,3,6,5,5,15,40,1,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.51,0,0,16,1.0,11343.0,0.0,0.0,1.0,1.0,27,52,83,108,22,47,1,1,4,4,13,38,1,1,13,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7808,1,0,0.53,0,0,34,0.0,3.0,11722.0,0.4,1.0,0.0,5.0,33,62,33,62,10,35,3,7,20,20,30,57,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.31,0,0,3,1.0,10329.0,0.0,0.0,1.0,1.0,12,38,13,39,9,34,3,4,0,0,6,28,4,7,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7809,2,0,0.48,0,0,31,0.0,3.0,11722.0,0.4,1.0,0.0,5.0,28,58,29,59,13,39,1,2,14,17,27,56,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.42,0,0,1,1.0,10329.0,0.0,0.0,1.0,1.0,18,42,21,45,16,36,1,5,1,1,11,31,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7810,3,0,0.51,0,0,24,0.0,3.0,11722.0,0.4,1.0,0.0,5.0,24,47,24,47,11,31,4,4,9,12,22,42,2,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.59,0,0,22,1.0,10329.0,0.0,0.0,1.0,1.0,52,88,57,93,46,80,6,8,0,0,23,44,29,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7811,1,0,0.35,0,0,29,0.0,3.0,12422.0,1.0,1.0,0.0,1.0,14,39,16,43,4,27,3,5,7,7,13,37,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.57,0,0,0,1.0,9587.0,0.0,0.0,1.0,1.0,15,26,18,29,7,16,5,7,3,3,13,22,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7812,2,0,0.56,0,0,158,0.0,3.0,12422.0,1.0,1.0,0.0,1.0,27,48,32,56,11,26,3,6,13,16,5,16,18,24,4,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.47,0,0,0,1.0,9587.0,0.0,0.0,1.0,1.0,9,19,9,19,6,16,3,3,0,0,8,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7813,3,0,0.61,0,0,160,0.0,3.0,12422.0,1.0,1.0,0.0,1.0,26,42,35,54,16,30,3,5,7,7,6,18,20,24,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12,0,0,18,1.0,9587.0,0.0,0.0,1.0,1.0,1,8,4,11,0,7,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7814,1,0,0.4,0,0,76,0.0,5.0,11816.0,0.6923076923076923,2.0,0.0,13.0,20,49,20,49,16,45,4,4,0,0,16,42,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4,0,0,31,1.0,12250.0,0.6666666666666666,0.0,1.0,18.0,20,50,24,54,12,37,6,8,2,5,11,40,9,10,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7815,2,0,0.36,0,0,0,0.0,5.0,11816.0,0.6923076923076923,2.0,0.0,13.0,9,25,9,25,7,23,2,2,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.28,0,0,18,1.0,12250.0,0.6666666666666666,0.0,1.0,18.0,15,53,15,54,9,36,4,8,2,9,12,50,3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7816,3,0,0.5,0,0,0,0.0,5.0,11816.0,0.6923076923076923,2.0,0.0,13.0,17,34,21,38,11,28,3,3,3,3,14,31,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.23,0,0,21,1.0,12250.0,0.6666666666666666,0.0,1.0,18.0,11,47,11,47,5,37,3,6,3,4,11,47,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7817,4,0,0.39,0,0,141,0.0,5.0,11816.0,0.6923076923076923,2.0,0.0,13.0,9,23,12,26,9,23,0,0,0,0,5,18,0,0,4,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.25,0,0,0,1.0,12250.0,0.6666666666666666,0.0,1.0,18.0,6,24,8,26,1,18,1,2,4,4,6,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7818,5,0,0.36,0,0,20,0.0,5.0,11816.0,0.6923076923076923,2.0,0.0,13.0,25,69,25,69,21,63,4,6,0,0,24,66,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.44,0,0,0,1.0,12250.0,0.6666666666666666,0.0,1.0,18.0,30,68,31,69,18,54,12,14,0,0,29,67,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7819,1,0,0.35,0,0,0,0.0,3.0,10182.0,1.0,4.0,0.0,4.0,18,51,18,51,3,25,5,12,10,14,18,49,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.32,0,0,0,2.0,13092.0,0.5,0.0,2.0,6.0,12,37,12,37,6,28,0,1,6,8,12,35,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7820,2,0,0.47,0,0,0,0.0,3.0,10182.0,1.0,4.0,0.0,4.0,23,48,23,48,9,29,10,14,4,5,23,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.36,0,0,10,2.0,13092.0,0.5,0.0,2.0,6.0,18,49,18,49,11,38,2,5,5,6,17,47,1,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7821,3,0,0.42,0,0,52,0.0,3.0,10182.0,1.0,4.0,0.0,4.0,18,42,22,46,6,25,8,11,4,6,15,38,3,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.44,0,0,9,2.0,13092.0,0.5,0.0,2.0,6.0,15,34,15,34,8,25,3,4,4,5,11,29,1,1,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7822,1,0,0.48,0,0,7,0.0,3.0,10848.0,0.8,2.0,0.0,5.0,23,47,23,47,13,34,8,8,2,5,18,41,5,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.27,0,0,1,1.0,10637.0,0.625,0.0,1.0,8.0,14,51,14,51,4,37,6,10,4,4,14,51,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
7823,2,0,0.65,2,0,247,0.0,3.0,10848.0,0.8,2.0,0.0,5.0,17,26,44,56,13,20,3,4,1,2,3,5,0,0,14,21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.27,0,0,14,1.0,10637.0,0.625,0.0,1.0,8.0,3,11,6,14,2,9,0,1,1,1,1,5,0,0,2,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7824,3,0,0.57,0,0,196,0.0,3.0,10848.0,0.8,2.0,0.0,5.0,11,19,32,47,9,15,0,1,2,3,2,4,3,3,6,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.09,1,0,9,1.0,10637.0,0.625,0.0,1.0,8.0,2,21,3,22,0,15,1,5,1,1,2,20,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7825,1,0,0.54,0,0,203,0.0,3.0,12305.0,0.6666666666666666,2.0,0.0,3.0,19,35,30,47,17,33,2,2,0,0,4,14,4,4,11,17,4,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0,16,4.0,11814.0,0.4444444444444444,0.0,4.0,9.0,10,25,10,25,3,15,2,2,5,8,5,20,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7826,2,0,0.65,0,0,188,0.0,3.0,12305.0,0.6666666666666666,2.0,0.0,3.0,32,49,52,71,27,44,3,3,2,2,10,20,2,2,20,27,3,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,4.0,11814.0,0.4444444444444444,0.0,4.0,9.0,7,35,7,35,2,29,1,1,4,5,6,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7827,3,0,0.48,0,0,183,0.0,3.0,12305.0,0.6666666666666666,2.0,0.0,3.0,22,45,33,58,22,43,0,2,0,0,5,19,4,7,13,19,3,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,4.0,11814.0,0.4444444444444444,0.0,4.0,9.0,5,25,5,25,2,21,1,1,2,3,5,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7828,1,0,0.5,0,0,27,0.0,3.0,11114.0,0.5,1.0,0.0,6.0,28,56,28,56,10,30,10,16,8,10,23,48,5,8,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3,0,0,1,2.0,10655.0,0.0,0.0,2.0,2.0,27,88,29,90,21,76,1,6,5,6,22,77,5,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7829,2,0,0.42,0,0,0,0.0,3.0,11114.0,0.5,1.0,0.0,6.0,31,73,31,73,19,53,9,17,3,3,31,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0,0,1,2.0,10655.0,0.0,0.0,2.0,2.0,16,62,16,62,10,52,4,7,2,3,16,62,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7830,3,0,0.32,0,0,6,0.0,3.0,11114.0,0.5,1.0,0.0,6.0,26,81,26,82,15,61,6,15,5,5,26,78,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46,0,0,0,2.0,10655.0,0.0,0.0,2.0,2.0,18,39,18,39,4,19,3,6,11,14,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7831,1,0,0.44,0,0,118,0.0,3.0,10233.0,1.0,1.0,0.0,1.0,11,25,14,28,7,20,4,4,0,1,5,18,6,7,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46,0,0,94,1.0,9563.0,0.0,0.0,1.0,1.0,14,30,34,54,10,25,3,4,1,1,5,16,7,12,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7832,2,0,0.25,0,0,42,0.0,3.0,10233.0,1.0,1.0,0.0,1.0,12,47,17,53,6,35,5,11,1,1,8,39,4,8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.33,0,0,42,1.0,9563.0,0.0,0.0,1.0,1.0,14,42,18,46,11,39,3,3,0,0,10,37,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7833,3,0,0.3,0,0,63,0.0,3.0,10233.0,1.0,1.0,0.0,1.0,21,68,25,72,14,59,6,8,1,1,16,61,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.33,0,0,45,1.0,9563.0,0.0,0.0,1.0,1.0,13,39,17,43,7,30,3,5,3,4,11,35,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7834,1,0,0.25,0,0,0,0.0,3.0,9839.0,1.0,1.0,0.0,1.0,9,36,13,41,5,32,3,3,1,1,7,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.26,0,0,180,1.0,11821.0,0.0,0.0,1.0,1.0,6,23,14,35,2,15,2,3,2,5,4,20,2,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7835,2,0,0.33,0,0,9,0.0,3.0,9839.0,1.0,1.0,0.0,1.0,26,78,29,83,12,55,14,23,0,0,18,67,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.27,0,0,77,1.0,11821.0,0.0,0.0,1.0,1.0,8,29,14,36,3,22,0,0,5,7,8,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7836,3,0,0.2,0,0,0,0.0,3.0,9839.0,1.0,1.0,0.0,1.0,11,54,13,56,7,41,4,10,0,3,9,51,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.16,0,0,113,1.0,11821.0,0.0,0.0,1.0,1.0,4,25,10,32,3,19,1,2,0,4,1,20,1,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7837,1,0,0.35,0,0,164,0.0,3.0,11005.0,0.5,1.0,0.0,2.0,7,20,32,45,2,13,0,2,5,5,7,20,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.42,0,0,0,3.0,10023.0,0.5555555555555556,0.0,3.0,9.0,9,21,10,23,3,13,2,3,4,5,8,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7838,2,0,0.27,2,0,35,0.0,3.0,11005.0,0.5,1.0,0.0,2.0,11,40,22,51,7,33,1,3,3,4,7,36,0,0,4,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.34,0,1,44,3.0,10023.0,0.5555555555555556,0.0,3.0,9.0,12,35,13,36,10,33,0,0,2,2,12,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7839,3,0,0.25,0,0,0,0.0,3.0,11005.0,0.5,1.0,0.0,2.0,8,31,22,47,6,27,0,1,2,3,8,31,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38,0,0,177,3.0,10023.0,0.5555555555555556,0.0,3.0,9.0,14,36,33,60,13,34,0,1,1,1,12,27,0,2,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7840,1,0,0.41,0,0,7,0.0,3.0,11030.0,0.4,2.0,0.0,5.0,18,43,31,56,11,32,3,6,4,5,12,36,6,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,46,1.0,13082.0,0.5,0.0,1.0,8.0,9,36,10,38,6,29,2,6,1,1,5,30,4,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7841,2,0,0.5,0,0,53,0.0,3.0,11030.0,0.4,2.0,0.0,5.0,19,38,30,49,12,29,6,8,1,1,13,29,5,8,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19,0,0,15,1.0,13082.0,0.5,0.0,1.0,8.0,6,31,8,33,4,26,2,5,0,0,1,23,5,8,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7842,3,0,0.5,0,0,103,0.0,3.0,11030.0,0.4,2.0,0.0,5.0,19,38,51,71,10,27,9,11,0,0,7,25,8,8,4,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23,0,0,32,1.0,13082.0,0.5,0.0,1.0,8.0,7,30,11,34,5,26,1,3,1,1,4,25,3,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7843,1,1,0.48,0,0,37,0.0,3.0,12742.0,0.5,1.0,0.0,2.0,19,39,19,39,14,33,3,4,2,2,16,32,1,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41,0,0,43,3.0,11276.0,0.2,0.0,3.0,5.0,15,36,17,39,12,33,1,1,2,2,14,34,1,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7844,2,0,0.48,0,0,74,0.0,3.0,12742.0,0.5,1.0,0.0,2.0,22,45,23,46,13,32,1,2,8,11,10,28,2,4,10,13,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.35,0,0,35,3.0,11276.0,0.2,0.0,3.0,5.0,13,37,23,47,12,35,0,1,1,1,11,33,1,3,1,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7845,3,0,0.29,0,0,33,0.0,3.0,12742.0,0.5,1.0,0.0,2.0,19,64,21,66,15,54,1,3,3,7,16,54,0,0,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.22,0,0,3,3.0,11276.0,0.2,0.0,3.0,5.0,12,53,12,53,11,52,1,1,0,0,12,53,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7846,1,0,0.58,0,0,18,0.0,3.0,12248.0,0.5,1.0,0.0,4.0,18,31,20,33,4,13,7,11,7,7,9,19,9,12,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6,0,0,144,2.0,11498.0,0.3333333333333333,0.0,2.0,3.0,18,30,24,36,8,19,9,10,1,1,7,18,11,12,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7847,2,0,0.84,2,1,155,0.0,3.0,12248.0,0.5,1.0,0.0,4.0,11,13,39,43,6,8,2,2,3,3,4,6,2,2,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.54,0,0,104,2.0,11498.0,0.3333333333333333,0.0,2.0,3.0,6,11,12,19,4,9,1,1,1,1,6,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7848,3,0,0.86,0,1,258,0.0,3.0,12248.0,0.5,1.0,0.0,4.0,13,15,30,34,7,9,4,4,2,2,2,3,0,0,11,12,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,0,17,2.0,11498.0,0.3333333333333333,0.0,2.0,3.0,2,4,6,8,1,3,1,1,0,0,1,3,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7849,1,0,0.37,0,0,127,0.0,3.0,11240.0,0.6363636363636364,1.0,0.0,22.0,12,32,30,52,9,27,0,1,3,4,8,25,0,1,4,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.18,0,0,0,6.0,11319.0,0.0,0.0,6.0,6.0,6,32,11,39,1,26,3,4,2,2,5,28,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7850,2,0,0.51,0,0,88,0.0,3.0,11240.0,0.6363636363636364,1.0,0.0,22.0,14,27,29,47,13,25,0,1,1,1,10,19,2,6,2,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.43,0,0,25,6.0,11319.0,0.0,0.0,6.0,6.0,21,48,26,53,9,31,10,15,2,2,16,37,5,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7851,3,0,0.52,0,0,58,0.0,3.0,11240.0,0.6363636363636364,1.0,0.0,22.0,18,34,28,44,15,30,3,4,0,0,12,23,4,9,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.51,0,0,109,6.0,11319.0,0.0,0.0,6.0,6.0,27,52,49,76,16,37,10,14,1,1,16,38,11,14,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7852,1,0,0.3,0,0,2,0.0,5.0,10975.0,1.0,8.0,0.0,8.0,10,33,10,33,3,15,2,9,5,9,10,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.36,0,0,7,1.0,13185.0,0.7222222222222222,0.0,1.0,18.0,7,19,7,19,5,15,2,4,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7853,2,0,0.37,0,0,59,0.0,5.0,10975.0,1.0,8.0,0.0,8.0,14,37,18,41,7,27,3,6,4,4,9,30,3,3,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.35,0,0,0,1.0,13185.0,0.7222222222222222,0.0,1.0,18.0,5,14,7,16,1,6,2,5,2,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7854,3,0,0.42,0,0,134,0.0,5.0,10975.0,1.0,8.0,0.0,8.0,9,21,22,38,9,20,0,0,0,1,7,18,1,1,1,2,3,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.31,0,0,0,1.0,13185.0,0.7222222222222222,0.0,1.0,18.0,6,19,6,20,4,14,1,4,1,1,6,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7855,4,0,0.21,0,0,11,0.0,5.0,10975.0,1.0,8.0,0.0,8.0,9,42,9,42,7,35,1,5,1,2,8,40,1,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.38,0,0,0,1.0,13185.0,0.7222222222222222,0.0,1.0,18.0,18,47,18,47,11,36,7,10,0,1,18,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7856,5,0,0.52,0,0,72,0.0,5.0,10975.0,1.0,8.0,0.0,8.0,23,44,31,52,21,39,1,4,1,1,17,35,3,6,3,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.55,0,0,12,1.0,13185.0,0.7222222222222222,0.0,1.0,18.0,22,40,25,43,18,36,3,3,1,1,15,32,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7857,1,0,0.31,0,0,3,0.0,3.0,10931.0,0.5,2.0,0.0,4.0,14,44,14,44,9,34,1,4,4,6,13,41,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.31,0,0,0,1.0,11137.0,0.3333333333333333,0.0,1.0,3.0,15,47,15,47,0,22,0,6,15,19,15,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7858,2,0,0.32,0,0,2,0.0,3.0,10931.0,0.5,2.0,0.0,4.0,11,34,11,34,5,24,1,5,5,5,10,32,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.36,0,0,0,1.0,11137.0,0.3333333333333333,0.0,1.0,3.0,13,36,13,36,3,21,0,3,10,12,13,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7859,3,0,0.48,1,0,0,0.0,3.0,10931.0,0.5,2.0,0.0,4.0,17,35,17,35,8,22,2,6,7,7,17,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.34,0,0,59,1.0,11137.0,0.3333333333333333,0.0,1.0,3.0,16,46,20,50,5,28,4,8,7,10,8,37,5,5,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7860,1,0,0.42,0,0,183,0.0,3.0,10188.0,1.0,2.0,0.0,2.0,8,19,14,25,6,17,2,2,0,0,4,15,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.13,0,0,0,2.0,10682.0,0.6,0.0,2.0,5.0,3,22,3,22,0,16,0,1,3,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7861,2,0,0.36,0,0,95,0.0,3.0,10188.0,1.0,2.0,0.0,2.0,7,19,14,27,2,14,4,4,1,1,3,15,3,3,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.48,0,0,16,2.0,10682.0,0.6,0.0,2.0,5.0,13,27,18,32,6,19,1,1,6,7,10,23,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
