,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
0,1,Daron Cruickshank,0,11 of 30,36%,18 of 38,2 of 3,66%,0,0,1:18,11 of 30,4 of 19,2 of 5,5 of 6,9 of 26,1 of 1,1 of 3,http://www.ufcstats.com/fight-details/88933cf1edd83034
1,1,Anthony Njokuani,0,9 of 25,36%,12 of 28,0 of 1,0%,0,0,0:00,9 of 25,2 of 14,3 of 5,4 of 6,8 of 24,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/88933cf1edd83034
2,2,Daron Cruickshank,0,15 of 36,41%,16 of 37,3 of 5,60%,0,0,0:48,15 of 36,13 of 30,1 of 4,1 of 2,11 of 32,1 of 1,3 of 3,http://www.ufcstats.com/fight-details/88933cf1edd83034
3,2,Anthony Njokuani,0,15 of 32,46%,16 of 33,0 of 0,---,0,0,0:00,15 of 32,4 of 20,3 of 4,8 of 8,15 of 31,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/88933cf1edd83034
4,3,Daron Cruickshank,0,16 of 37,43%,20 of 41,1 of 4,25%,0,0,0:50,16 of 37,11 of 30,3 of 5,2 of 2,9 of 28,0 of 2,7 of 7,http://www.ufcstats.com/fight-details/88933cf1edd83034
5,3,Anthony Njokuani,0,16 of 34,47%,16 of 34,0 of 0,---,0,0,0:00,16 of 34,4 of 15,4 of 9,8 of 10,15 of 33,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/88933cf1edd83034
0,1,Olivier Aubin-Mercier,0,16 of 26,61%,26 of 36,1 of 3,33%,0,0,1:44,16 of 26,11 of 21,4 of 4,1 of 1,10 of 18,3 of 3,3 of 5,http://www.ufcstats.com/fight-details/2d1f8ee74824f983
1,1,Jake Lindsey,0,11 of 26,42%,50 of 66,1 of 1,100%,0,0,0:40,11 of 26,1 of 11,2 of 3,8 of 12,8 of 22,3 of 3,0 of 1,http://www.ufcstats.com/fight-details/2d1f8ee74824f983
2,2,Olivier Aubin-Mercier,0,15 of 22,68%,18 of 25,1 of 2,50%,1,0,1:21,15 of 22,11 of 17,3 of 4,1 of 1,15 of 22,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/2d1f8ee74824f983
3,2,Jake Lindsey,0,13 of 26,50%,32 of 45,0 of 0,---,0,0,0:00,13 of 26,2 of 11,4 of 8,7 of 7,11 of 22,1 of 3,1 of 1,http://www.ufcstats.com/fight-details/2d1f8ee74824f983
0,1,Jason Saggo,0,8 of 14,57%,8 of 16,2 of 5,40%,0,0,3:55,8 of 14,6 of 11,0 of 1,2 of 2,2 of 6,0 of 0,6 of 8,http://www.ufcstats.com/fight-details/4e981b587c1012dd
1,1,Paul Felder,0,17 of 25,68%,22 of 32,0 of 0,---,0,0,0:00,17 of 25,15 of 23,1 of 1,1 of 1,2 of 4,6 of 7,9 of 14,http://www.ufcstats.com/fight-details/4e981b587c1012dd
2,2,Jason Saggo,0,11 of 19,57%,16 of 28,1 of 6,16%,0,0,0:51,11 of 19,7 of 13,2 of 3,2 of 3,8 of 15,2 of 3,1 of 1,http://www.ufcstats.com/fight-details/4e981b587c1012dd
3,2,Paul Felder,0,23 of 38,60%,29 of 45,0 of 0,---,0,0,2:31,23 of 38,20 of 35,2 of 2,1 of 1,7 of 14,6 of 9,10 of 15,http://www.ufcstats.com/fight-details/4e981b587c1012dd
4,3,Jason Saggo,1,10 of 17,58%,21 of 33,3 of 5,60%,0,1,2:33,10 of 17,8 of 14,1 of 1,1 of 2,4 of 8,2 of 2,4 of 7,http://www.ufcstats.com/fight-details/4e981b587c1012dd
5,3,Paul Felder,0,11 of 21,52%,21 of 32,1 of 1,100%,0,0,1:10,11 of 21,9 of 19,1 of 1,1 of 1,3 of 8,3 of 5,5 of 8,http://www.ufcstats.com/fight-details/4e981b587c1012dd
0,1,Paddy Holohan,0,10 of 15,66%,22 of 29,3 of 4,75%,0,0,3:40,10 of 15,3 of 7,2 of 3,5 of 5,7 of 11,1 of 2,2 of 2,http://www.ufcstats.com/fight-details/17bb1e62772ac5af
1,1,Chris Kelades,0,5 of 9,55%,18 of 24,0 of 3,0%,0,0,0:29,5 of 9,3 of 7,2 of 2,0 of 0,1 of 4,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/17bb1e62772ac5af
2,2,Paddy Holohan,0,5 of 10,50%,12 of 17,0 of 2,0%,0,0,2:36,5 of 10,4 of 9,0 of 0,1 of 1,2 of 6,0 of 0,3 of 4,http://www.ufcstats.com/fight-details/17bb1e62772ac5af
3,2,Chris Kelades,0,32 of 46,69%,44 of 59,1 of 1,100%,1,0,1:57,32 of 46,20 of 33,9 of 10,3 of 3,3 of 6,11 of 11,18 of 29,http://www.ufcstats.com/fight-details/17bb1e62772ac5af
4,3,Paddy Holohan,0,11 of 20,55%,21 of 30,0 of 0,---,0,0,0:12,11 of 20,6 of 14,3 of 4,2 of 2,8 of 17,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/17bb1e62772ac5af
5,3,Chris Kelades,0,13 of 30,43%,26 of 45,1 of 1,100%,0,0,3:48,13 of 30,7 of 22,4 of 5,2 of 3,5 of 18,0 of 0,8 of 12,http://www.ufcstats.com/fight-details/17bb1e62772ac5af
0,1,Albert Tumenov,2,4 of 12,33%,4 of 12,0 of 0,---,0,0,0:02,4 of 12,4 of 12,0 of 0,0 of 0,2 of 7,0 of 0,2 of 5,http://www.ufcstats.com/fight-details/4664432c0d592411
1,1,Matt Dwyer,0,0 of 6,0%,0 of 6,0 of 0,---,0,0,0:05,0 of 6,0 of 5,0 of 1,0 of 0,0 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/4664432c0d592411
0,1,Pedro Munhoz,0,2 of 2,100%,2 of 2,0 of 0,---,1,0,0:00,2 of 2,0 of 0,0 of 0,2 of 2,2 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1cad3dc6d7eccdfb
1,1,Jerrod Sanders,0,1 of 2,50%,1 of 2,0 of 1,0%,0,0,0:10,1 of 2,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1cad3dc6d7eccdfb
0,1,Gunnar Nelson,0,8 of 13,61%,8 of 13,1 of 1,100%,0,0,0:16,8 of 13,3 of 7,4 of 5,1 of 1,5 of 10,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
1,1,Rick Story,0,18 of 39,46%,27 of 49,0 of 0,---,0,0,0:00,18 of 39,2 of 22,7 of 8,9 of 9,12 of 32,6 of 7,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
2,2,Gunnar Nelson,0,11 of 26,42%,11 of 26,0 of 1,0%,0,0,0:00,11 of 26,9 of 24,2 of 2,0 of 0,11 of 26,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
3,2,Rick Story,0,29 of 62,46%,29 of 62,1 of 1,100%,0,0,0:04,29 of 62,10 of 42,12 of 13,7 of 7,25 of 58,4 of 4,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
4,3,Gunnar Nelson,0,8 of 18,44%,8 of 18,0 of 1,0%,0,0,0:04,8 of 18,6 of 16,2 of 2,0 of 0,7 of 17,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
5,3,Rick Story,0,32 of 63,50%,41 of 72,0 of 0,---,0,0,0:00,32 of 63,12 of 39,15 of 19,5 of 5,25 of 53,7 of 10,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
6,4,Gunnar Nelson,0,10 of 24,41%,11 of 25,0 of 1,0%,0,0,0:01,10 of 24,8 of 18,2 of 4,0 of 2,10 of 24,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
7,4,Rick Story,1,41 of 77,53%,61 of 98,0 of 0,---,0,0,0:32,41 of 77,30 of 61,6 of 10,5 of 6,30 of 60,4 of 5,7 of 12,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
8,5,Gunnar Nelson,0,16 of 26,61%,16 of 26,0 of 0,---,0,0,0:00,16 of 26,13 of 22,2 of 3,1 of 1,16 of 26,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
9,5,Rick Story,0,48 of 74,64%,53 of 79,0 of 0,---,0,0,0:00,48 of 74,27 of 47,18 of 23,3 of 4,45 of 67,3 of 7,0 of 0,http://www.ufcstats.com/fight-details/da26301ae3e7a9b1
0,1,Akira Corassani,0,11 of 29,37%,11 of 29,0 of 0,---,0,0,0:10,11 of 29,8 of 23,1 of 1,2 of 5,10 of 26,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/ca16e203eb2bde60
1,1,Max Holloway,1,31 of 51,60%,38 of 62,0 of 0,---,0,0,0:11,31 of 51,25 of 42,4 of 6,2 of 3,20 of 36,4 of 6,7 of 9,http://www.ufcstats.com/fight-details/ca16e203eb2bde60
0,1,Ilir Latifi,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:00,2 of 6,2 of 6,0 of 0,0 of 0,2 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/699a70c8fb3c0273
1,1,Jan Blachowicz,0,13 of 20,65%,14 of 21,0 of 0,---,0,0,0:06,13 of 20,9 of 15,1 of 2,3 of 3,6 of 12,0 of 0,7 of 8,http://www.ufcstats.com/fight-details/699a70c8fb3c0273
0,1,Niklas Backstrom,0,7 of 12,58%,7 of 12,0 of 0,---,0,0,0:00,7 of 12,4 of 9,0 of 0,3 of 3,5 of 10,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/5ed0027812582ad9
1,1,Mike Wilkinson,1,6 of 15,40%,7 of 16,0 of 1,0%,0,0,0:02,6 of 15,4 of 12,0 of 1,2 of 2,3 of 10,0 of 0,3 of 5,http://www.ufcstats.com/fight-details/5ed0027812582ad9
0,1,Magnus Cedenblad,0,9 of 11,81%,62 of 64,1 of 2,50%,0,0,4:14,9 of 11,2 of 4,2 of 2,5 of 5,5 of 6,4 of 4,0 of 1,http://www.ufcstats.com/fight-details/5563d6de0b4c4d65
1,1,Scott Askham,0,7 of 10,70%,27 of 30,0 of 0,---,0,0,0:00,7 of 10,2 of 4,2 of 2,3 of 4,7 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/5563d6de0b4c4d65
2,2,Magnus Cedenblad,0,8 of 11,72%,45 of 48,1 of 2,50%,0,0,2:03,8 of 11,3 of 5,3 of 4,2 of 2,2 of 5,6 of 6,0 of 0,http://www.ufcstats.com/fight-details/5563d6de0b4c4d65
3,2,Scott Askham,1,27 of 31,87%,38 of 42,0 of 1,0%,0,0,1:54,27 of 31,10 of 13,7 of 8,10 of 10,5 of 7,22 of 24,0 of 0,http://www.ufcstats.com/fight-details/5563d6de0b4c4d65
4,3,Magnus Cedenblad,0,6 of 12,50%,72 of 81,1 of 2,50%,0,0,3:31,6 of 12,5 of 10,0 of 1,1 of 1,3 of 7,1 of 3,2 of 2,http://www.ufcstats.com/fight-details/5563d6de0b4c4d65
5,3,Scott Askham,0,8 of 10,80%,21 of 23,0 of 0,---,0,0,0:37,8 of 10,4 of 5,3 of 4,1 of 1,4 of 6,2 of 2,2 of 2,http://www.ufcstats.com/fight-details/5563d6de0b4c4d65
0,1,Nicholas Musoke,0,17 of 38,44%,32 of 53,0 of 0,---,0,0,3:15,17 of 38,6 of 27,3 of 3,8 of 8,8 of 28,9 of 10,0 of 0,http://www.ufcstats.com/fight-details/562d3261ca7bdf01
1,1,Alexander Yakovlev,0,10 of 19,52%,10 of 19,0 of 4,0%,0,0,0:00,10 of 19,4 of 12,4 of 5,2 of 2,9 of 18,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/562d3261ca7bdf01
2,2,Nicholas Musoke,0,31 of 60,51%,39 of 68,0 of 2,0%,0,0,2:01,31 of 60,19 of 47,8 of 9,4 of 4,27 of 54,4 of 6,0 of 0,http://www.ufcstats.com/fight-details/562d3261ca7bdf01
3,2,Alexander Yakovlev,0,13 of 38,34%,13 of 38,0 of 2,0%,0,0,0:03,13 of 38,6 of 29,3 of 5,4 of 4,13 of 38,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/562d3261ca7bdf01
4,3,Nicholas Musoke,0,22 of 58,37%,26 of 62,0 of 2,0%,0,0,1:31,22 of 58,16 of 52,4 of 4,2 of 2,18 of 53,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/562d3261ca7bdf01
5,3,Alexander Yakovlev,0,21 of 50,42%,21 of 50,0 of 3,0%,0,0,0:03,21 of 50,14 of 42,4 of 5,3 of 3,21 of 50,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/562d3261ca7bdf01
0,1,Dennis Siver,0,12 of 40,30%,23 of 52,1 of 1,100%,1,0,2:06,12 of 40,8 of 33,2 of 4,2 of 3,12 of 40,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/24ac3d1bee1610ef
1,1,Charles Rosa,0,9 of 49,18%,9 of 49,0 of 1,0%,0,0,0:00,9 of 49,6 of 38,0 of 5,3 of 6,9 of 49,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/24ac3d1bee1610ef
2,2,Dennis Siver,0,11 of 30,36%,28 of 50,1 of 1,100%,0,2,2:51,11 of 30,6 of 24,1 of 2,4 of 4,11 of 30,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/24ac3d1bee1610ef
3,2,Charles Rosa,0,10 of 29,34%,15 of 35,1 of 2,50%,0,2,0:43,10 of 29,8 of 24,1 of 2,1 of 3,10 of 29,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/24ac3d1bee1610ef
4,3,Dennis Siver,0,10 of 16,62%,58 of 69,1 of 1,100%,0,0,3:54,10 of 16,8 of 14,1 of 1,1 of 1,8 of 14,0 of 0,2 of 2,http://www.ufcstats.com/fight-details/24ac3d1bee1610ef
5,3,Charles Rosa,0,3 of 13,23%,5 of 15,1 of 1,100%,1,1,0:12,3 of 13,1 of 11,1 of 1,1 of 1,3 of 11,0 of 0,0 of 2,http://www.ufcstats.com/fight-details/24ac3d1bee1610ef
0,1,Cathal Pendred,0,16 of 26,61%,17 of 27,1 of 8,12%,0,0,2:17,16 of 26,4 of 14,6 of 6,6 of 6,10 of 20,6 of 6,0 of 0,http://www.ufcstats.com/fight-details/63e21ff20866b8fb
1,1,Gasan Umalatov,0,7 of 18,38%,14 of 27,0 of 1,0%,0,0,0:02,7 of 18,5 of 14,1 of 3,1 of 1,6 of 16,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/63e21ff20866b8fb
2,2,Cathal Pendred,0,16 of 34,47%,18 of 36,0 of 3,0%,0,0,0:13,16 of 34,4 of 21,4 of 4,8 of 9,15 of 33,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/63e21ff20866b8fb
3,2,Gasan Umalatov,0,16 of 37,43%,24 of 46,0 of 0,---,0,0,0:06,16 of 37,13 of 33,1 of 2,2 of 2,15 of 34,1 of 1,0 of 2,http://www.ufcstats.com/fight-details/63e21ff20866b8fb
4,3,Cathal Pendred,0,23 of 43,53%,23 of 43,0 of 3,0%,0,0,0:00,23 of 43,6 of 23,2 of 4,15 of 16,23 of 43,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/63e21ff20866b8fb
5,3,Gasan Umalatov,0,15 of 42,35%,16 of 43,0 of 0,---,0,0,0:00,15 of 42,10 of 34,2 of 4,3 of 4,14 of 41,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/63e21ff20866b8fb
0,1,Tor Troeng,0,7 of 16,43%,13 of 22,0 of 10,0%,0,0,2:04,7 of 16,1 of 10,2 of 2,4 of 4,2 of 11,5 of 5,0 of 0,http://www.ufcstats.com/fight-details/6c62796d9b7e94a0
1,1,Krzysztof Jotko,0,20 of 28,71%,44 of 53,0 of 0,---,0,0,0:32,20 of 28,9 of 17,5 of 5,6 of 6,7 of 13,13 of 15,0 of 0,http://www.ufcstats.com/fight-details/6c62796d9b7e94a0
2,2,Tor Troeng,0,4 of 18,22%,9 of 23,0 of 4,0%,0,0,0:33,4 of 18,3 of 16,0 of 1,1 of 1,4 of 17,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/6c62796d9b7e94a0
3,2,Krzysztof Jotko,0,36 of 45,80%,59 of 70,0 of 0,---,0,0,1:22,36 of 45,16 of 25,19 of 19,1 of 1,8 of 15,24 of 25,4 of 5,http://www.ufcstats.com/fight-details/6c62796d9b7e94a0
4,3,Tor Troeng,0,4 of 13,30%,4 of 15,0 of 5,0%,0,0,1:34,4 of 13,2 of 11,2 of 2,0 of 0,0 of 8,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/6c62796d9b7e94a0
5,3,Krzysztof Jotko,0,18 of 25,72%,29 of 36,1 of 2,50%,0,0,1:24,18 of 25,5 of 11,7 of 8,6 of 6,3 of 8,15 of 17,0 of 0,http://www.ufcstats.com/fight-details/6c62796d9b7e94a0
0,1,Mairbek Taisumov,1,9 of 10,90%,9 of 10,0 of 0,---,0,0,0:05,9 of 10,8 of 9,0 of 0,1 of 1,6 of 7,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/23692b9936363da3
1,1,Marcin Bandel,0,3 of 7,42%,3 of 7,0 of 0,---,0,0,0:00,3 of 7,3 of 7,0 of 0,0 of 0,3 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/23692b9936363da3
0,1,Zubaira Tukhugov,0,40 of 67,59%,43 of 70,0 of 0,---,0,0,0:07,40 of 67,34 of 60,5 of 6,1 of 1,27 of 52,8 of 9,5 of 6,http://www.ufcstats.com/fight-details/75a88258eb967e0c
1,1,Ernest Chavez,0,12 of 30,40%,12 of 30,0 of 0,---,0,0,0:00,12 of 30,9 of 24,0 of 1,3 of 5,12 of 30,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/75a88258eb967e0c
0,1,Demetrious Johnson,0,19 of 30,63%,30 of 42,1 of 1,100%,0,0,2:54,19 of 30,5 of 12,12 of 14,2 of 4,7 of 14,10 of 11,2 of 5,http://www.ufcstats.com/fight-details/79c2461046e17eba
1,1,Chris Cariaso,0,5 of 21,23%,10 of 26,0 of 1,0%,0,0,0:03,5 of 21,1 of 16,2 of 2,2 of 3,3 of 19,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/79c2461046e17eba
2,2,Demetrious Johnson,0,8 of 13,61%,17 of 24,0 of 0,---,2,0,1:50,8 of 13,7 of 12,1 of 1,0 of 0,0 of 4,0 of 0,8 of 9,http://www.ufcstats.com/fight-details/79c2461046e17eba
3,2,Chris Cariaso,0,1 of 6,16%,3 of 9,0 of 0,---,0,0,0:00,1 of 6,0 of 3,0 of 1,1 of 2,1 of 6,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/79c2461046e17eba
0,1,Donald Cerrone,0,19 of 47,40%,19 of 47,0 of 1,0%,0,0,0:05,19 of 47,6 of 31,8 of 11,5 of 5,16 of 42,3 of 5,0 of 0,http://www.ufcstats.com/fight-details/64eb4ae171613218
1,1,Eddie Alvarez,0,23 of 63,36%,28 of 68,0 of 2,0%,0,0,0:37,23 of 63,17 of 50,5 of 12,1 of 1,12 of 44,11 of 19,0 of 0,http://www.ufcstats.com/fight-details/64eb4ae171613218
2,2,Donald Cerrone,0,27 of 57,47%,27 of 57,0 of 0,---,0,0,0:15,27 of 57,5 of 30,11 of 15,11 of 12,20 of 47,7 of 10,0 of 0,http://www.ufcstats.com/fight-details/64eb4ae171613218
3,2,Eddie Alvarez,0,16 of 36,44%,18 of 38,0 of 2,0%,0,0,0:00,16 of 36,10 of 27,5 of 8,1 of 1,15 of 35,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/64eb4ae171613218
4,3,Donald Cerrone,1,42 of 62,67%,55 of 78,0 of 1,0%,0,0,1:37,42 of 62,23 of 43,9 of 9,10 of 10,29 of 43,7 of 8,6 of 11,http://www.ufcstats.com/fight-details/64eb4ae171613218
5,3,Eddie Alvarez,0,9 of 39,23%,18 of 51,0 of 1,0%,0,0,0:00,9 of 39,9 of 34,0 of 4,0 of 1,7 of 35,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/64eb4ae171613218
0,1,Dustin Poirier,0,10 of 19,52%,10 of 19,0 of 0,---,0,0,0:00,10 of 19,3 of 11,0 of 0,7 of 8,10 of 19,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6bcea00473e43a59
1,1,Conor McGregor,1,9 of 29,31%,9 of 29,0 of 0,---,0,0,0:03,9 of 29,8 of 25,1 of 4,0 of 0,5 of 25,0 of 0,4 of 4,http://www.ufcstats.com/fight-details/6bcea00473e43a59
0,1,Tim Kennedy,0,4 of 28,14%,4 of 28,0 of 2,0%,0,0,0:00,4 of 28,0 of 16,2 of 7,2 of 5,4 of 28,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3e3db8c37096c260
1,1,Yoel Romero,0,12 of 20,60%,14 of 22,2 of 2,100%,0,0,0:16,12 of 20,5 of 10,2 of 3,5 of 7,12 of 20,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3e3db8c37096c260
2,2,Tim Kennedy,0,25 of 57,43%,27 of 59,0 of 2,0%,1,0,0:01,25 of 57,17 of 42,6 of 13,2 of 2,16 of 42,9 of 15,0 of 0,http://www.ufcstats.com/fight-details/3e3db8c37096c260
3,2,Yoel Romero,0,9 of 32,28%,12 of 36,1 of 2,50%,0,0,1:15,9 of 32,6 of 26,1 of 2,2 of 4,7 of 27,2 of 5,0 of 0,http://www.ufcstats.com/fight-details/3e3db8c37096c260
4,3,Tim Kennedy,0,1 of 1,100%,1 of 1,0 of 2,0%,0,0,0:00,1 of 1,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3e3db8c37096c260
5,3,Yoel Romero,2,18 of 28,64%,25 of 35,0 of 0,---,0,0,0:35,18 of 28,17 of 26,0 of 1,1 of 1,6 of 11,3 of 3,9 of 14,http://www.ufcstats.com/fight-details/3e3db8c37096c260
0,1,Cat Zingano,0,3 of 4,75%,14 of 18,1 of 1,100%,1,0,1:28,3 of 4,3 of 4,0 of 0,0 of 0,0 of 1,1 of 1,2 of 2,http://www.ufcstats.com/fight-details/b1b82605646eb850
1,1,Amanda Nunes,0,21 of 35,60%,32 of 49,1 of 2,50%,0,0,3:08,21 of 35,19 of 33,0 of 0,2 of 2,1 of 1,0 of 2,20 of 32,http://www.ufcstats.com/fight-details/b1b82605646eb850
2,2,Cat Zingano,0,20 of 29,68%,55 of 64,1 of 1,100%,2,0,4:27,20 of 29,13 of 20,5 of 7,2 of 2,0 of 2,3 of 3,17 of 24,http://www.ufcstats.com/fight-details/b1b82605646eb850
3,2,Amanda Nunes,0,1 of 1,100%,4 of 4,0 of 0,---,0,0,0:00,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/b1b82605646eb850
4,3,Cat Zingano,0,17 of 27,62%,24 of 34,1 of 1,100%,0,0,1:02,17 of 27,15 of 25,2 of 2,0 of 0,1 of 2,3 of 4,13 of 21,http://www.ufcstats.com/fight-details/b1b82605646eb850
5,3,Amanda Nunes,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/b1b82605646eb850
0,1,Dominick Cruz,0,26 of 35,74%,26 of 35,2 of 2,100%,0,0,0:22,26 of 35,26 of 35,0 of 0,0 of 0,4 of 9,0 of 0,22 of 26,http://www.ufcstats.com/fight-details/72656e864ca1c972
1,1,Takeya Mizugaki,0,2 of 10,20%,3 of 11,0 of 0,---,0,0,0:00,2 of 10,2 of 9,0 of 1,0 of 0,2 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/72656e864ca1c972
0,1,Jorge Masvidal,0,20 of 56,35%,24 of 61,0 of 0,---,0,0,0:03,20 of 56,10 of 42,8 of 10,2 of 4,17 of 53,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/65f4d4f44e6e73f7
1,1,James Krause,0,23 of 61,37%,25 of 63,0 of 1,0%,0,0,0:27,23 of 61,19 of 49,2 of 8,2 of 4,22 of 59,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/65f4d4f44e6e73f7
2,2,Jorge Masvidal,1,34 of 60,56%,37 of 64,1 of 2,50%,0,1,1:16,34 of 60,22 of 45,11 of 12,1 of 3,25 of 49,7 of 9,2 of 2,http://www.ufcstats.com/fight-details/65f4d4f44e6e73f7
3,2,James Krause,0,23 of 48,47%,23 of 48,0 of 1,0%,0,0,0:44,23 of 48,15 of 36,4 of 7,4 of 5,23 of 47,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/65f4d4f44e6e73f7
4,3,Jorge Masvidal,0,15 of 41,36%,24 of 51,1 of 2,50%,0,0,1:41,15 of 41,10 of 32,4 of 7,1 of 2,12 of 37,3 of 4,0 of 0,http://www.ufcstats.com/fight-details/65f4d4f44e6e73f7
5,3,James Krause,0,12 of 36,33%,13 of 37,0 of 3,0%,0,0,0:31,12 of 36,10 of 32,2 of 3,0 of 1,12 of 36,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/65f4d4f44e6e73f7
0,1,Patrick Cote,0,26 of 40,65%,28 of 42,0 of 4,0%,0,0,1:21,26 of 40,2 of 12,5 of 7,19 of 21,16 of 29,10 of 11,0 of 0,http://www.ufcstats.com/fight-details/fceab09944a65840
1,1,Stephen Thompson,0,13 of 32,40%,14 of 33,0 of 0,---,0,0,0:21,13 of 32,7 of 23,4 of 7,2 of 2,8 of 26,5 of 6,0 of 0,http://www.ufcstats.com/fight-details/fceab09944a65840
2,2,Patrick Cote,0,17 of 45,37%,17 of 45,0 of 1,0%,0,0,0:26,17 of 45,3 of 18,3 of 10,11 of 17,15 of 43,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/fceab09944a65840
3,2,Stephen Thompson,0,28 of 46,60%,28 of 46,0 of 0,---,0,0,0:01,28 of 46,20 of 36,3 of 5,5 of 5,25 of 43,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/fceab09944a65840
4,3,Patrick Cote,0,10 of 38,26%,10 of 38,0 of 3,0%,0,0,0:00,10 of 38,4 of 22,0 of 9,6 of 7,10 of 37,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/fceab09944a65840
5,3,Stephen Thompson,1,23 of 56,41%,25 of 59,0 of 0,---,0,0,0:17,23 of 56,19 of 50,2 of 4,2 of 2,19 of 47,0 of 0,4 of 9,http://www.ufcstats.com/fight-details/fceab09944a65840
0,1,John Howard,0,7 of 15,46%,13 of 23,0 of 0,---,0,0,0:03,7 of 15,3 of 10,0 of 1,4 of 4,3 of 5,4 of 10,0 of 0,http://www.ufcstats.com/fight-details/fc45644c62643c71
1,1,Brian Ebersole,0,17 of 24,70%,31 of 43,1 of 1,100%,0,0,3:01,17 of 24,4 of 10,2 of 2,11 of 12,8 of 14,6 of 7,3 of 3,http://www.ufcstats.com/fight-details/fc45644c62643c71
2,2,John Howard,0,6 of 12,50%,38 of 46,2 of 3,66%,0,0,3:07,6 of 12,3 of 8,0 of 0,3 of 4,6 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/fc45644c62643c71
3,2,Brian Ebersole,0,4 of 12,33%,33 of 43,0 of 1,0%,0,1,0:16,4 of 12,3 of 7,0 of 1,1 of 4,3 of 10,0 of 1,1 of 1,http://www.ufcstats.com/fight-details/fc45644c62643c71
